step,time_min,time_h,load_multiplier,pv_multiplier,pv_generation_kw,v_min,v_max,v_mean,v_min_bus,v_max_bus,violating_buses_count,overvoltage_buses_count,undervoltage_buses_count,losses_kw,control_mode,total_q_dispatch_kvar,total_p_curtailment_kw,ders_controlled,optimization_status,sensitivity_cache_hit,overv_sourcebus,overv_650,overv_rg60,overv_633,overv_634,overv_671,overv_645,overv_646,overv_692,overv_675,overv_611,overv_652,overv_670,overv_632,overv_680,overv_684
10,50,0.8333333333333334,0.5066666666666667,0.0,0.0,1.000047711785015,1.0354203467426943,1.0159448287246007,650,rg60,0,0,0,25.612621950576354,optimization,0.0,0.0,0,no action needed,False,1.0000579889898222,1.000047711785015,1.0354203467426943,1.0224409942857007,1.012213760814215,1.0187788857361346,1.0222533407498542,1.021292239561066,1.018778882788796,1.018503940963891,1.0080450714373241,1.0049418844742721,1.0217582268863643,1.02370146206997,1.01877889974434,1.0081036225641546
11,55,0.9166666666666666,0.5033333333333333,0.0,0.0,1.000048419741055,1.0354214980458911,1.016143904334279,650,rg60,0,0,0,25.258430220351418,optimization,0.0,0.0,0,no action needed,False,1.000058539125585,1.000048419741055,1.0354214980458911,1.0225984838393887,1.0124409302817101,1.019028021921722,1.0224118068369057,1.0214568833896744,1.0190280189945813,1.0187648709691486,1.0084884230209152,1.0052639062020237,1.0219427887102965,1.0238503682491664,1.0190280359331578,1.0084714740872451
12,60,1.0,0.5,0.0,0.0,1.0000491271507859,1.0354226485877356,1.0163428687929266,650,rg60,0,0,0,24.907430845170833,optimization,0.0,0.0,0,no action needed,False,1.0000590888485963,1.0000491271507859,1.0354226485877356,1.0227558762486006,1.0126679682497386,1.019277013695641,1.0225701980886412,1.0216214543731144,1.0192770107886855,1.0190256479631188,1.0089315350511119,1.005585766680039,1.0221272367424021,1.0239991814477971,1.0192770277103058,1.0088391190605124
13,65,1.0833333333333333,0.49666666666666665,0.0,0.0,1.0000498340153303,1.035423798370137,1.0165417222514193,650,rg60,0,0,0,24.559619833454597,optimization,0.0,0.0,0,no action needed,False,1.0000596381597362,1.0000498340153303,1.035423798370137,1.0229131718463826,1.0128948751102695,1.0195258616592153,1.022728515263186,1.0217859532676123,1.019525858772433,1.0192862725645304,1.0093744065747248,1.005907464858845,1.022311571405319,1.0241479019915276,1.019525875677107,1.009206556486353
14,70,1.1666666666666667,0.49333333333333335,0.0,0.0,1.0000505403359727,1.0354249473951973,1.016740465250419,650,rg60,0,0,0,24.214991972725073,optimization,0.0,0.0,0,no action needed,False,1.0000601870600037,1.0000505403359727,1.0354249473951973,1.0230703707957864,1.0131216510853471,1.019774566041157,1.0228867579518184,1.0219503796636376,1.0197745631745354,1.0195467450214126,1.0098170405488764,1.0062290029759617,1.0224957928900087,1.0242965300368514,1.0197745800622744,1.0095737889678644
15,75,1.25,0.49,0.0,0.0,1.000051246112855,1.035426095662728,1.0169390976697192,650,rg60,0,0,0,23.87354446792055,optimization,0.0,0.0,0,no action needed,False,1.0000607355494706,1.000051246112855,1.035426095662728,1.0232274732107376,1.0133482963460692,1.0200231270373619,1.0230449262393837,1.0221147336435028,1.0200231241908888,1.0198070655448912,1.0102594343585862,1.0065503813617505,1.022679901335387,1.0244450656907191,1.0200231410617022,1.0099408153694744
16,80,1.3333333333333333,0.48666666666666664,0.0,0.0,1.0000519513484314,1.035427243177408,1.0171376203633544,650,rg60,0,0,0,23.53527095342296,optimization,0.0,0.0,0,no action needed,False,1.000061283630108,1.0000519513484314,1.035427243177408,1.0233844795747549,1.0135748114374137,1.0202715454913605,1.0232030202044389,1.022279015284659,1.020271542665024,1.0200672349992896,1.0107015910884727,1.0068716022535047,1.022863897352555,1.0245935094296137,1.0202715595189227,1.0103076383577145
17,85,1.4166666666666667,0.48333333333333334,0.0,0.0,1.000052656040925,1.035428389934798,1.0173360325665375,650,rg60,0,0,0,23.200170720415638,optimization,0.0,0.0,0,no action needed,False,1.00006183130039,1.000052656040925,1.035428389934798,1.0235413894706749,1.0138011959924291,1.0205198205729495,1.0233610402351976,1.022443224974685,1.0205198177667374,1.020327252567638,1.0111435094406673,1.0071926616628282,1.0230477803816036,1.0247418608300383,1.0205198346037316,1.010674255289308
18,90,1.5,0.48,0.0,0.0,1.0000533601934658,1.035429535941044,1.017534335329806,650,rg60,0,0,0,22.86823664526919,optimization,0.0,0.0,0,no action needed,False,1.000062378562847,1.0000533601934658,1.035429535941044,1.0236982035382884,1.014027450713192,1.0207679534180565,1.0235189867844512,1.0226073631655286,1.0207679506319567,1.020587119407816,1.0115851934309665,1.007513561262893,1.0232315512368493,1.0248901205245498,1.0207679674520567,1.011040669012936
19,95,1.5833333333333333,0.47833333333333333,0.0,0.0,1.000053712072873,1.0354301086712254,1.0176334474103435,650,rg60,0,0,0,22.70345663410115,optimization,0.0,0.0,0,no action needed,False,1.000062652045469,1.000053712072873,1.0354301086712254,1.0237765758489565,1.0141405310794591,1.0208919686231344,1.0235979344681834,1.0226894074132609,1.0208919658470863,1.0207169985827733,1.0118059547635252,1.0076739504148968,1.0233233961022246,1.0249642171406876,1.0208919826587428,1.011223802832996
20,100,1.6666666666666667,0.4766666666666666,0.0,0.0,1.0000540638108635,1.0354306812028706,1.0177325300145197,650,rg60,0,0,0,22.539467602185358,optimization,0.0,0.0,0,no action needed,False,1.0000629254211133,1.0000540638108635,1.0354306812028706,1.0238549228889353,1.0142535772230372,1.021015945957697,1.023676861426071,1.0227714314285392,1.021015943191697,1.020846837613755,1.0120266465637513,1.0078343013228532,1.023415211286398,1.0250382895668577,1.0210159599949133,1.0114068813329617
21,105,1.75,0.475,0.0,0.0,1.0000544154138507,1.035431253546399,1.0178315852897342,650,rg60,0,0,0,22.37626849810825,optimization,0.0,0.0,0,no action needed,False,1.0000631986947617,1.0000544154138507,1.035431253546399,1.0239332459405286,1.014366590904924,1.0211398876483995,1.0237557695802284,1.0228534371346965,1.0211398848924451,1.0209766388858423,1.0122472795566162,1.007994613701188,1.0235069983784004,1.0251123390320933,1.0211399016872234,1.0115899096381469
22,110,1.8333333333333333,0.47333333333333333,0.0,0.0,1.000054766882857,1.0354318257039834,1.0179306133594026,650,rg60,0,0,0,22.213858074635365,optimization,0.0,0.0,0,no action needed,False,1.0000634718672552,1.000054766882857,1.0354318257039834,1.0240115452994758,1.0144795724286624,1.0212637942548548,1.0238346603356758,1.0229354259372454,1.0212637915089429,1.0211064029624133,1.0124678545553196,1.0081548838332939,1.0235987577627033,1.025186365830615,1.021263808295286,1.0117728862918587
23,115,1.9166666666666667,0.4716666666666666,0.0,0.0,1.0000551182172126,1.035432397674045,1.0180296142831367,650,rg60,0,0,0,22.052236217364232,optimization,0.0,0.0,0,no action needed,False,1.0000637449380283,1.0000551182172126,1.035432397674045,1.0240898207057538,1.0145925215411238,1.0213876652635365,1.0239135320026906,1.0230173961456925,1.0213876625276639,1.0212361293309473,1.0126883716148105,1.0083151166638047,1.023690489095851,1.0252603697023763,1.021387679305574,1.011955813801074
24,120,2.0,0.47,0.0,0.0,1.0000552692019073,1.0333493582295183,1.0158804454888846,650,rg60,0,0,0,21.975523332449217,optimization,0.0,0.0,0,no action needed,False,1.0000638694798807,1.0000552692019073,1.0333493582295183,1.0220219681616534,1.0125406300100626,1.019314798003906,1.020757868758734,1.0198672705978415,1.0193147952721853,1.0191620814244624,1.0061581487599642,1.008550730410805,1.02161953152717,1.0231903511006053,1.0193148120152697,1.0088056448681875
25,125,2.0833333333333335,0.4683333333333333,0.0,0.0,1.0000556201341473,1.033349928300389,1.0159795888773258,650,rg60,0,0,0,21.814604932044382,optimization,0.0,0.0,0,no action needed,False,1.0000641422403365,1.0000556201341473,1.033349928300389,1.022100341912959,1.0126537337117885,1.0194388383907118,1.0208369616634907,1.0199494546180685,1.019438835669048,1.0192919900978084,1.006379419892491,1.0087106723599717,1.021711383627664,1.0232644470783236,1.0194388524036835,1.0089887999363296
26,130,2.1666666666666665,0.4666666666666667,0.0,0.0,1.0000559709428114,1.0333504982008916,1.0160787081853866,650,rg60,0,0,0,21.654479873573084,optimization,0.0,0.0,0,no action needed,False,1.0000644149075641,1.0000559709428114,1.0333504982008916,1.02217869432278,1.012766808385795,1.019562847723763,1.020916043732735,1.0200316282955666,1.0195628450121532,1.0194218657914682,1.0066006496204443,1.0088705622211906,1.0218032109381825,1.0233385226614482,1.0195628617383419,1.0091719064710527
27,135,2.25,0.46499999999999997,0.0,0.0,1.0000563216182083,1.0333510679175866,1.0161778005932613,650,rg60,0,0,0,21.495143059306272,optimization,0.0,0.0,0,no action needed,False,1.0000646874742425,1.0000563216182083,1.0333510679175866,1.0222570231186598,1.0128798509567396,1.019686822153765,1.020995107578912,1.020113784242226,1.0196868194522064,1.0195517044626818,1.0068218214549869,1.0090304133865813,1.0218950106561653,1.0234125756597503,1.019686836169951,1.0093549631895167
28,140,2.3333333333333335,0.4633333333333333,0.0,0.0,1.000056672158739,1.0333516374468925,1.0162768655901298,650,rg60,0,0,0,21.336595879960154,optimization,0.0,0.0,0,no action needed,False,1.0000649599390359,1.000056672158739,1.0333516374468925,1.0223353278846912,1.0129928610115193,1.0198107608813596,1.0210741529249885,1.0201959221813723,1.019810758189849,1.0196815053118298,1.0070429350092145,1.009190224494834,1.021986782234952,1.0234866056570189,1.0198107748991523,1.0095379692166275
29,145,2.4166666666666665,0.46166666666666667,0.0,0.0,1.0000570225639416,1.0333522067877565,1.0163759029998478,650,rg60,0,0,0,21.178838575719173,optimization,0.0,0.0,0,no action needed,False,1.0000652323015582,1.0000570225639416,1.0333522067877565,1.022413608534475,1.0131058384699514,1.0199346637452902,1.0211531796092883,1.020278041950812,1.0199346610638242,1.0198112681785712,1.0072639891428878,1.00934999569738,1.022078525561525,1.0235606125661085,1.019934677764689,1.0097209240595055
30,150,2.5,0.46,0.0,0.0,1.0000573728350461,1.0333527759428396,1.0164749132116895,650,rg60,0,0,0,21.02186952183985,optimization,0.0,0.0,0,no action needed,False,1.0000655045628273,1.0000573728350461,1.0333527759428396,1.0224918654107735,1.0132187836855466,1.0200585314027635,1.021232187555404,1.0203601434729213,1.0200585287313395,1.0199409937233472,1.0074849830459836,1.0095097293071178,1.0221702410850793,1.0236345967285614,1.0200585454237674,1.009903828473714
31,155,2.5833333333333335,0.46,0.0,0.0,1.0000573728402429,1.0333527759512229,1.0164749148736258,650,rg60,0,0,0,21.02186950614063,optimization,0.0,0.0,0,no action needed,False,1.0000655045668607,1.0000573728402429,1.0333527759512229,1.0224918665084608,1.0132187851839654,1.02005853332862,1.0212321895298544,1.0203601454482545,1.0200585306571963,1.0199409957807424,1.007484991029792,1.009509727894392,1.0221702424502652,1.0236345977815855,1.0200585473496242,1.0099038316769349
32,160,2.6666666666666665,0.46,0.0,0.0,1.0000573728402429,1.0333527759512229,1.016474914873626,650,rg60,0,0,0,21.021869506140636,optimization,0.0,0.0,0,no action needed,False,1.0000655045668607,1.0000573728402429,1.0333527759512229,1.022491866508461,1.0132187851839658,1.0200585333286203,1.021232189529855,1.0203601454482552,1.0200585306571968,1.019940995780743,1.0074849910297927,1.0095097278943903,1.0221702424502654,1.0236345977815857,1.0200585473496246,1.0099038316769342
33,165,2.75,0.46,0.0,0.0,1.0000573728402429,1.0333527759512229,1.016474914873626,650,rg60,0,0,0,21.021869506140636,optimization,0.0,0.0,0,no action needed,False,1.0000655045668607,1.0000573728402429,1.0333527759512229,1.022491866508461,1.0132187851839658,1.0200585333286203,1.021232189529855,1.0203601454482552,1.0200585306571968,1.019940995780743,1.0074849910297927,1.0095097278943903,1.0221702424502654,1.0236345977815857,1.0200585473496246,1.0099038316769342
34,170,2.8333333333333335,0.46,0.0,0.0,1.0000573728402429,1.0333527759512229,1.016474914873626,650,rg60,0,0,0,21.021869506140636,optimization,0.0,0.0,0,no action needed,False,1.0000655045668607,1.0000573728402429,1.0333527759512229,1.022491866508461,1.0132187851839658,1.0200585333286203,1.021232189529855,1.0203601454482552,1.0200585306571968,1.019940995780743,1.0074849910297927,1.0095097278943903,1.0221702424502654,1.0236345977815857,1.0200585473496246,1.0099038316769342
35,175,2.9166666666666665,0.46,0.0,0.0,1.0000573728402429,1.0333527759512229,1.016474914873626,650,rg60,0,0,0,21.021869506140636,optimization,0.0,0.0,0,no action needed,False,1.0000655045668607,1.0000573728402429,1.0333527759512229,1.022491866508461,1.0132187851839658,1.0200585333286203,1.021232189529855,1.0203601454482552,1.0200585306571968,1.019940995780743,1.0074849910297927,1.0095097278943903,1.0221702424502654,1.0236345977815857,1.0200585473496246,1.0099038316769342
36,180,3.0,0.46,0.0,0.0,1.0000573728402429,1.0333527759512229,1.016474914873626,650,rg60,0,0,0,21.021869506140636,optimization,0.0,0.0,0,no action needed,False,1.0000655045668607,1.0000573728402429,1.0333527759512229,1.022491866508461,1.0132187851839658,1.0200585333286203,1.021232189529855,1.0203601454482552,1.0200585306571968,1.019940995780743,1.0074849910297927,1.0095097278943903,1.0221702424502654,1.0236345977815857,1.0200585473496246,1.0099038316769342
37,185,3.0833333333333335,0.46,0.0,0.0,1.0000573728402429,1.0333527759512229,1.016474914873626,650,rg60,0,0,0,21.021869506140636,optimization,0.0,0.0,0,no action needed,False,1.0000655045668607,1.0000573728402429,1.0333527759512229,1.022491866508461,1.0132187851839658,1.0200585333286203,1.021232189529855,1.0203601454482552,1.0200585306571968,1.019940995780743,1.0074849910297927,1.0095097278943903,1.0221702424502654,1.0236345977815857,1.0200585473496246,1.0099038316769342
38,190,3.1666666666666665,0.46,0.0,0.0,1.0000573728402429,1.0333527759512229,1.016474914873626,650,rg60,0,0,0,21.021869506140636,optimization,0.0,0.0,0,no action needed,False,1.0000655045668607,1.0000573728402429,1.0333527759512229,1.022491866508461,1.0132187851839658,1.0200585333286203,1.021232189529855,1.0203601454482552,1.0200585306571968,1.019940995780743,1.0074849910297927,1.0095097278943903,1.0221702424502654,1.0236345977815857,1.0200585473496246,1.0099038316769342
39,195,3.25,0.46,0.0,0.0,1.0000573728402429,1.0333527759512229,1.016474914873626,650,rg60,0,0,0,21.021869506140636,optimization,0.0,0.0,0,no action needed,False,1.0000655045668607,1.0000573728402429,1.0333527759512229,1.022491866508461,1.0132187851839658,1.0200585333286203,1.021232189529855,1.0203601454482552,1.0200585306571968,1.019940995780743,1.0074849910297927,1.0095097278943903,1.0221702424502654,1.0236345977815857,1.0200585473496246,1.0099038316769342
40,200,3.3333333333333335,0.46,0.0,0.0,1.0000573728402429,1.0333527759512229,1.016474914873626,650,rg60,0,0,0,21.021869506140636,optimization,0.0,0.0,0,no action needed,False,1.0000655045668607,1.0000573728402429,1.0333527759512229,1.022491866508461,1.0132187851839658,1.0200585333286203,1.021232189529855,1.0203601454482552,1.0200585306571968,1.019940995780743,1.0074849910297927,1.0095097278943903,1.0221702424502654,1.0236345977815857,1.0200585473496246,1.0099038316769342
41,205,3.4166666666666665,0.46,0.0,0.0,1.0000573728402429,1.0333527759512229,1.016474914873626,650,rg60,0,0,0,21.021869506140636,optimization,0.0,0.0,0,no action needed,False,1.0000655045668607,1.0000573728402429,1.0333527759512229,1.022491866508461,1.0132187851839658,1.0200585333286203,1.021232189529855,1.0203601454482552,1.0200585306571968,1.019940995780743,1.0074849910297927,1.0095097278943903,1.0221702424502654,1.0236345977815857,1.0200585473496246,1.0099038316769342
42,210,3.5,0.46,0.0,0.0,1.0000573728402429,1.0333527759512229,1.016474914873626,650,rg60,0,0,0,21.021869506140636,optimization,0.0,0.0,0,no action needed,False,1.0000655045668607,1.0000573728402429,1.0333527759512229,1.022491866508461,1.0132187851839658,1.0200585333286203,1.021232189529855,1.0203601454482552,1.0200585306571968,1.019940995780743,1.0074849910297927,1.0095097278943903,1.0221702424502654,1.0236345977815857,1.0200585473496246,1.0099038316769342
43,215,3.5833333333333335,0.46166666666666667,0.0,0.0,1.0000570225744962,1.0333522068047822,1.016375906374939,650,rg60,0,0,0,21.17883855966633,optimization,0.0,0.0,0,no action needed,False,1.0000652323097508,1.0000570225744962,1.0333522068047822,1.0224136107637447,1.0131058415130745,1.0199346676562662,1.0211531836159204,1.0202780459592407,1.0199346649748005,1.0198112723567136,1.0072640053499218,1.0093499928391394,1.0220785283339817,1.0235606147046648,1.0199346816756647,1.0097209305668606
44,220,3.6666666666666665,0.4633333333333333,0.0,0.0,1.0000566721694604,1.0333516374641856,1.0162768690181723,650,rg60,0,0,0,21.336595857530465,optimization,0.0,0.0,0,no action needed,False,1.000064959947358,1.0000566721694604,1.0333516374641856,1.0223353301489781,1.0129928641024772,1.0198107648535701,1.0210741569909993,1.0201959262492117,1.0198107621620596,1.0196815095554446,1.0070429514634438,1.0091902216035709,1.0219867850508866,1.0234866078291567,1.0198107788713626,1.009537975828593
45,225,3.75,0.46499999999999997,0.0,0.0,1.0000563216290992,1.0333510679351507,1.0161778040749083,650,rg60,0,0,0,21.495143043417965,optimization,0.0,0.0,0,no action needed,False,1.000064687482695,1.0000563216290992,1.0333510679351507,1.0222570254183954,1.0128798540961244,1.019686826187961,1.0209951117049523,1.0201137883701263,1.0196868234864025,1.019551708772574,1.0068218381593075,1.0090304104621597,1.0218950135161124,1.0234125778658827,1.019686840204147,1.0093549699074449
46,230,3.8333333333333335,0.4666666666666667,0.0,0.0,1.000055970953873,1.03335049821873,1.0160787117212797,650,rg60,0,0,0,21.65447985150714,optimization,0.0,0.0,0,no action needed,False,1.0000644149161495,1.000055970953873,1.03335049821873,1.0221786966583901,1.012766811574189,1.019562851820685,1.02091604791946,1.020031632484184,1.0195628491090754,1.01942187016843,1.0066006665777159,1.0088705592634242,1.021803213842669,1.0233385249019833,1.019562865835264,1.0091719132962533
47,235,3.9166666666666665,0.4683333333333333,0.0,0.0,1.000055620145382,1.0333499283185048,1.015979592468138,650,rg60,0,0,0,21.814604911058748,optimization,0.0,0.0,0,no action needed,False,1.0000641422490562,1.000055620145382,1.0333499283185048,1.022100344284893,1.0126537369498028,1.019438842551141,1.0208369659116379,1.0199494588681413,1.0194388398294778,1.019291994542675,1.0063794371057802,1.0087106693685266,1.021711386577247,1.023264449353693,1.0194388565641128,1.0089888068701387
48,240,4.0,0.47,0.0,0.0,1.0000552692000602,1.0333493582269309,1.0158804450600218,650,rg60,0,0,0,21.975523327406293,optimization,0.0,0.0,0,no action needed,False,1.0000638694784805,1.0000552692000602,1.0333493582269309,1.0220219675964106,1.0125406295083101,1.0193147971049497,1.0207578646172968,1.0198672664561592,1.0193147943732292,1.0191620806113155,1.0061581428775146,1.008550741096438,1.0216195308158724,1.023190350521038,1.0193148111163137,1.0088056473600302
49,245,4.083333333333333,0.4716666666666666,0.0,0.0,1.0000549181201435,1.0333487879487524,1.0157812703689841,650,rg60,0,0,0,22.137232092529306,optimization,0.0,0.0,0,no action needed,False,1.0000635966062632,1.0000549181201435,1.0333487879487524,1.0219435669258399,1.012427489578082,1.019190716056702,1.0206787449546484,1.0197850561693242,1.0191907133149216,1.0190321289530646,1.0059367913921509,1.0083907725427683,1.0215276469818217,1.0231162287375308,1.0191907300664578,1.0086224375552737
50,250,4.166666666666667,0.47333333333333333,0.0,0.0,1.0000545669038547,1.033348217480259,1.0156820677679925,650,rg60,0,0,0,22.299734009867407,optimization,0.0,0.0,0,no action needed,False,1.000063323630947,1.0000545669038547,1.033348217480259,1.021865141934443,1.0123143168104154,1.0190665987976566,1.0205996063778233,1.0197028274609097,1.019066596045813,1.0189021389532626,1.0057153789919662,1.0082307640088197,1.021435734640393,1.0230420836655914,1.0190666128058037,1.00843917577992
51,255,4.25,0.475,0.0,0.0,1.0000542155530987,1.033347646825661,1.015582837937804,650,rg60,0,0,0,22.463027108608113,optimization,0.0,0.0,0,no action needed,False,1.0000630505541157,1.0000542155530987,1.033347646825661,1.0217866930648514,1.0122011116457799,1.0189424461662675,1.0205204489982842,1.0196205804422496,1.0189424434043572,1.0187721114514556,1.0054939071757774,1.0080707175957715,1.0213437943709118,1.0229679157482368,1.0189424601728052,1.0082558638352401
52,260,4.333333333333333,0.4766666666666666,0.0,0.0,1.0000538640672454,1.0333470759836596,1.0154835806000375,650,rg60,0,0,0,22.627112630243012,optimization,0.0,0.0,0,no action needed,False,1.0000627773752546,1.0000538640672454,1.0333470759836596,1.0217082201874164,1.0120878739454413,1.0188182579255673,1.0204412731979657,1.0195383154958788,1.018818255153588,1.0186420462077772,1.005272375670057,1.007910631112153,1.0212518260060275,1.0228937248566612,1.0188182719304957,1.008072500485411
53,265,4.416666666666667,0.47833333333333333,0.0,0.0,1.0000535124460563,1.0333465049538206,1.0153842957257215,650,rg60,0,0,0,22.79199121650285,optimization,0.0,0.0,0,no action needed,False,1.0000625040941735,1.0000535124460563,1.0333465049538206,1.0216297232471092,1.0119746036473833,1.0186940339796937,1.0203620786067547,1.0194560322515054,1.0186940311976425,1.0185119431237553,1.0050507839372804,1.0077505056972644,1.0211598294766324,1.0228195109368055,1.0186940479830116,1.007889086032657
54,270,4.5,0.48,0.0,0.0,1.0000531606886407,1.0333459337342763,1.0152849830049209,650,rg60,0,0,0,22.957664328192024,optimization,0.0,0.0,0,no action needed,False,1.0000622307101417,1.0000531606886407,1.0333459337342763,1.0215512020339004,1.011861300532116,1.0185697739371855,1.0202828652639866,1.0193737307489665,1.018569771145059,1.0183818018045907,1.004829131617712,1.007590340009347,1.0210678045101556,1.022745273779677,1.0185697879388933,1.0077056196240881
55,275,4.583333333333333,0.48666666666666664,0.0,0.0,1.0000517523197952,1.0333436469995643,1.0148874613189216,650,rg60,0,0,0,23.628305874364912,optimization,0.0,0.0,0,no action needed,False,1.0000611361627232,1.0000517523197952,1.0333436469995643,1.021236879493195,1.0114077663423557,1.0180723818855795,1.019965831470079,1.0190443492549646,1.0180723790531216,1.017860863728874,1.0039419476902591,1.006949276037559,1.0206994266365588,1.0224480976644414,1.0180723958808409,1.0069712504828339
56,280,4.666666666666667,0.49333333333333335,0.0,0.0,1.0000503417543325,1.033341357209049,1.0144894896138648,650,rg60,0,0,0,24.31168809965575,optimization,0.0,0.0,0,no action needed,False,1.0000600399555373,1.0000503417543325,1.033341357209049,1.0209221651890947,1.0109537016867682,1.0175744068727333,1.0196484895052886,1.0187146674937562,1.0175744039998944,1.0173393078433448,1.0030537693810377,1.0063075811923505,1.0203305897376096,1.0221505465830891,1.0175744208615407,1.0062360445564074
57,285,4.75,0.5,0.0,0.0,1.0000489290037102,1.0333390643820701,1.014091071845788,650,rg60,0,0,0,25.00784520273922,optimization,0.0,0.0,0,no action needed,False,1.000058942097559,1.0000489290037102,1.0333390643820701,1.020607061705082,1.0104991101256227,1.0170758536888873,1.0193308451299476,1.018384691238385,1.0170758507756184,1.016817139267831,1.0021646169420346,1.0056652490019016,1.0199612970807603,1.0218526230132812,1.0170758676712337,1.0055000084086867
